Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DateOfResignation
30,No,Non-Travel,635,Sales,26,2,Technical Degree,1,475,4,Female,84,3,2,Sales Executive,3,Married,4660,5782,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,5/23/2017 10:30
26,No,Travel_Rarely,943,Sales,1,3,Life Sciences,1,476,3,Male,56,3,2,Sales Executive,3,Married,5392,19629,1,Y,No,17,3,2,80,1,9,3,3,8,7,7,7,2/22/2020 10:30
41,No,Travel_Rarely,1313,Research & Development,2,4,Other,1,477,1,Male,100,2,2,Sales Executive,4,Single,6869,17205,3,Y,No,23,3,2,80,0,14,4,3,1,0,0,4,7/12/2017 10:30
21,Yes,Travel_Frequently,753,Sales,1,1,Technical Degree,1,478,1,Female,97,2,1,Sales Executive,2,Single,2565,8959,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,12/22/2019 10:30
36,No,Non-Travel,884,Sales,10,5,Medical,1,479,4,Male,45,3,2,Sales Executive,4,Single,6707,14688,4,Y,No,15,3,2,80,0,7,4,3,1,0,0,0,1/3/2020 10:30
36,No,Travel_Frequently,568,Sales,3,4,Medical,1,481,1,Male,47,2,3,Sales Executive,4,Married,10062,7305,4,Y,No,11,3,1,80,1,16,3,3,13,9,1,12,5/23/2017 10:30
57,No,Travel_Rarely,581,Research & Development,1,3,Medical,1,482,4,Male,88,3,2,Sales Executive,3,Married,7268,14688,2,Y,No,11,3,3,80,0,15,3,3,3,2,1,2,11/11/2021 10:30
40,No,Travel_Rarely,1169,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2291,22065,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,11/21/2017 10:30
21,No,Non-Travel,913,Research & Development,9,2,Medical,1,484,1,Male,38,3,1,Sales Executive,4,Single,2686,3070,1,Y,No,24,3,3,80,0,3,3,3,3,2,2,2,2/26/2021 10:30
33,Yes,Travel_Rarely,2160,Sales,5,3,Marketing,1,485,4,Female,35,3,1,Sales Executive,3,Single,2766,9910,1,Y,Yes,13,3,3,80,0,2,2,3,7,0,0,0,10/13/2018 10:30
38,No,Travel_Rarely,918,Research & Development,10,3,Medical,1,486,3,Female,97,3,1,Laboratory Technician,1,Married,4061,17691,6,Y,No,20,3,2,80,1,17,3,3,5,4,0,3,8/25/2021 10:30
46,No,Non-Travel,1148,Research & Development,8,3,Medical,1,487,3,Female,32,3,2,Sales Executive,3,Married,4909,16357,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,11/23/2017 10:30
41,Yes,Travel_Frequently,141,Sales,4,3,Marketing,1,488,1,Male,67,3,2,Sales Executive,2,Single,9360,9368,1,Y,No,18,3,3,80,0,8,4,3,8,7,7,7,5/29/2021 10:30
50,No,Travel_Rarely,1073,Research & Development,11,3,Technical Degree,1,491,4,Male,67,2,3,Sales Executive,4,Single,10955,1995,6,Y,No,15,3,3,80,0,19,2,3,4,3,1,3,8/27/2021 10:30
40,Yes,Travel_Rarely,585,Sales,23,2,Marketing,1,492,3,Male,69,2,2,Sales Executive,3,Married,6375,5426,2,Y,Yes,12,3,1,80,2,8,4,3,6,14,1,0,6/9/2020 10:30
31,No,Travel_Rarely,422,Research & Development,10,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2552,7774,0,Y,Yes,16,3,4,80,0,3,4,3,2,2,2,2,2/12/2017 10:30
21,Yes,Travel_Rarely,826,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Executive,2,Single,2783,25367,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,1/23/2021 10:30
29,No,Travel_Rarely,1263,Research & Development,23,3,Life Sciences,1,495,4,Male,56,3,1,Research Scientist,4,Married,2212,18777,8,Y,No,16,3,4,80,0,6,4,3,7,2,1,2,8/24/2019 10:30
35,No,Travel_Rarely,725,Research & Development,9,4,Life Sciences,1,496,3,Male,98,2,2,Sales Executive,2,Single,6397,19007,8,Y,No,19,3,3,80,0,10,4,3,1,4,0,0,5/23/2017 10:30
62,No,Travel_Rarely,826,Research & Development,0,2,Medical,1,497,4,Male,82,3,1,Sales Executive,2,Divorced,3594,18582,1,Y,No,15,3,2,80,1,5,2,3,18,2,0,4,8/23/2019 10:30
28,No,Travel_Rarely,313,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5194,21787,1,Y,No,15,3,4,80,0,7,1,3,7,5,0,7,10/31/2021 10:30
50,No,Travel_Rarely,1269,Research & Development,6,3,Other,1,499,2,Male,33,3,3,Sales Executive,3,Single,15927,12768,8,Y,No,24,3,3,80,0,26,2,3,6,1,0,0,9/13/2020 10:30
51,No,Travel_Rarely,1184,Sales,14,2,Life Sciences,1,500,3,Female,86,3,2,Sales Executive,4,Married,5087,15021,4,Y,No,11,3,3,80,1,19,2,2,7,7,0,7,7/8/2018 10:30
36,No,Travel_Rarely,310,Research & Development,2,3,Life Sciences,1,501,4,Female,95,3,1,Research Scientist,3,Married,2533,11781,4,Y,No,13,3,2,80,1,6,3,3,18,2,2,2,1/16/2021 10:30
34,Yes,Non-Travel,1382,Sales,20,3,Marketing,1,502,1,Male,67,3,2,Sales Executive,4,Single,5260,4941,8,Y,Yes,13,3,2,80,0,8,3,2,5,2,0,4,7/18/2019 10:30
54,No,Travel_Rarely,1316,Research & Development,2,3,Life Sciences,1,505,3,Female,98,3,4,Sales Executive,4,Single,15927,22853,2,Y,Yes,13,3,3,80,0,28,2,3,5,4,1,2,7/14/2018 10:30
24,No,Travel_Rarely,1396,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4106,6352,1,Y,Yes,12,3,3,80,1,5,2,4,5,2,0,3,8/14/2021 10:30
30,No,Travel_Rarely,214,Sales,2,1,Technical Degree,1,508,3,Male,67,3,1,Sales Executive,2,Married,2716,17736,1,Y,No,18,3,1,80,1,1,3,3,2,0,0,0,12/31/2017 10:30
26,Yes,Travel_Rarely,547,Research & Development,3,1,Technical Degree,1,510,3,Male,74,3,1,Research Scientist,1,Single,3158,7016,0,Y,No,22,3,3,80,0,7,2,3,6,4,0,4,3/27/2020 10:30
21,No,Travel_Rarely,241,Research & Development,11,3,Medical,1,511,1,Female,42,3,1,Research Scientist,2,Married,2689,38035,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,2/10/2017 10:30
36,No,Travel_Rarely,826,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7361,3361,1,Y,No,13,3,2,80,2,9,2,3,7,9,8,0,11/20/2019 10:30
30,Yes,Travel_Frequently,826,Research & Development,4,3,Technical Degree,1,514,3,Male,41,3,1,Research Scientist,4,Single,2370,3234,8,Y,Yes,23,3,3,80,0,3,4,3,1,0,0,0,2/24/2020 10:30
37,No,Travel_Rarely,1067,Research & Development,14,7,Life Sciences,1,515,4,Female,67,3,1,Laboratory Technician,1,Divorced,3029,26887,1,Y,No,12,3,3,80,1,19,2,2,18,7,8,4,10/25/2021 10:30
40,No,Travel_Rarely,710,Sales,2,2,Life Sciences,1,516,4,Female,47,3,2,Sales Executive,2,Divorced,5763,23511,7,Y,No,12,3,3,80,2,8,4,3,5,4,1,3,4/26/2021 10:30
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,94,3,1,Laboratory Technician,1,Divorced,2313,21224,3,Y,No,16,3,2,80,1,8,4,3,5,2,1,2,1/7/2020 10:30
37,No,Travel_Rarely,1293,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Sales Executive,2,Single,4547,21085,2,Y,Yes,12,3,4,80,0,19,2,2,1,0,0,1,5/4/2017 10:30
43,No,Travel_Rarely,1000,Research & Development,11,3,Life Sciences,1,520,1,Male,61,2,4,Sales Executive,2,Divorced,14277,4111,1,Y,No,11,3,3,80,1,25,3,3,18,10,3,9,7/7/2020 10:30
40,No,Travel_Rarely,538,Research & Development,2,3,Medical,1,521,2,Female,67,2,2,Sales Executive,3,Married,3586,13232,6,Y,No,22,3,2,80,1,20,3,3,1,0,0,0,12/5/2019 10:30
54,No,Travel_Rarely,819,Research & Development,6,2,Medical,1,522,1,Male,87,3,2,Sales Executive,1,Married,15927,9505,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,4/12/2021 10:30
34,No,Non-Travel,1368,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,6740,12441,8,Y,No,15,3,1,80,1,6,4,3,3,2,1,2,8/11/2020 10:30
31,No,Travel_Rarely,826,Research & Development,8,2,Medical,1,524,2,Female,30,3,2,Sales Executive,1,Married,4525,3660,1,Y,No,12,3,2,80,1,12,4,1,13,10,3,12,3/8/2020 10:30
42,No,Travel_Frequently,826,Research & Development,21,3,Medical,1,525,4,Male,62,3,1,Laboratory Technician,4,Married,2132,15219,7,Y,No,20,3,1,80,1,8,1,3,3,2,1,2,5/23/2017 10:30
43,No,Travel_Rarely,1483,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Sales Executive,3,Divorced,4430,2735,4,Y,Yes,14,3,4,80,0,8,3,3,6,2,0,2,6/10/2020 10:30
25,No,Travel_Rarely,912,Research & Development,4,2,Life Sciences,1,527,2,Female,101,2,2,Sales Executive,4,Single,4217,14688,1,Y,Yes,11,3,2,80,0,6,3,3,5,4,1,3,12/11/2019 10:30
37,No,Non-Travel,1118,Research & Development,25,5,Life Sciences,1,529,2,Female,71,3,2,Research Scientist,3,Married,4417,24024,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,8,7,5/23/2017 10:30
31,No,Travel_Rarely,332,Research & Development,1,2,Life Sciences,1,530,4,Male,99,2,1,Laboratory Technician,1,Married,2392,16810,1,Y,No,12,3,3,80,1,4,3,3,4,2,2,2,3/25/2019 10:30
40,No,Travel_Frequently,1209,Research & Development,0,1,Life Sciences,1,531,2,Male,52,3,5,Sales Executive,3,Divorced,15927,8126,1,Y,Yes,14,3,3,80,1,21,3,3,18,8,1,6,2/16/2021 10:30
56,No,Travel_Frequently,924,Sales,5,3,Life Sciences,1,532,3,Female,87,4,4,Sales Executive,1,Married,13094,18182,8,Y,No,11,3,4,80,2,28,0,2,7,7,7,7,8/5/2021 10:30
30,No,Travel_Rarely,1067,Sales,12,3,Technical Degree,1,533,2,Female,82,3,2,Sales Executive,3,Single,6357,38035,0,Y,No,15,3,2,80,0,6,4,3,5,4,4,4,7/8/2017 10:30
41,No,Travel_Rarely,639,Sales,1,3,Marketing,1,534,2,Male,67,4,2,Sales Executive,1,Married,8110,19501,1,Y,No,16,3,3,80,1,10,2,3,11,7,0,7,12/21/2021 10:30
27,No,Travel_Rarely,1290,Research & Development,17,2,Medical,1,536,3,Male,80,3,2,Laboratory Technician,1,Divorced,4637,13651,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,8/18/2017 10:30
25,Yes,Travel_Rarely,703,Research & Development,3,3,Medical,1,538,1,Male,94,3,1,Laboratory Technician,1,Married,4647,9113,5,Y,No,13,3,3,80,1,6,4,3,2,2,2,2,2/14/2018 10:30
52,No,Travel_Rarely,340,Research & Development,4,3,Medical,1,543,4,Male,39,2,3,Sales Executive,3,Married,8053,19892,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,12/25/2021 10:30
44,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,70,3,1,Research Scientist,4,Married,2320,9872,3,Y,No,21,3,4,80,2,8,3,2,2,2,0,2,4/11/2017 10:30
52,No,Travel_Rarely,1502,Research & Development,4,2,Life Sciences,1,546,4,Female,32,3,4,Sales Executive,4,Married,15927,10597,2,Y,No,13,3,4,80,0,28,2,1,5,2,1,4,9/19/2021 10:30
42,No,Travel_Frequently,525,Research & Development,29,2,Life Sciences,1,547,1,Female,91,3,2,Research Scientist,3,Divorced,5120,12519,2,Y,No,11,3,2,80,1,18,3,3,5,4,0,2,10/8/2019 10:30
31,No,Travel_Rarely,304,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Sales Executive,4,Single,5981,24709,2,Y,No,20,3,3,80,0,11,2,3,5,4,0,2,10/22/2017 10:30
60,No,Travel_Rarely,443,Research & Development,7,3,Life Sciences,1,549,1,Female,40,3,5,Sales Executive,1,Married,15927,3672,5,Y,No,15,3,4,80,0,28,4,1,18,8,8,10,6/2/2020 10:30
46,No,Travel_Rarely,1492,Research & Development,18,3,Medical,1,550,3,Female,88,3,2,Sales Executive,3,Divorced,5021,26515,2,Y,No,14,3,3,80,1,18,4,2,10,7,0,8,12/9/2017 10:30
42,No,Travel_Frequently,1379,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Sales Executive,4,Married,4841,4702,0,Y,No,11,3,4,80,2,6,4,4,6,5,0,4,1/8/2020 10:30
37,Yes,Travel_Rarely,1459,Research & Development,10,1,Life Sciences,1,554,1,Female,63,3,1,Sales Executive,2,Single,6707,21748,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,7/6/2019 10:30
34,Yes,Travel_Rarely,266,Sales,6,2,Marketing,1,555,4,Female,31,1,1,Sales Executive,3,Divorced,2372,11961,3,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,11/7/2018 10:30
38,No,Travel_Frequently,1531,Research & Development,1,2,Life Sciences,1,556,4,Male,43,3,1,Laboratory Technician,4,Married,1612,12004,1,Y,Yes,23,3,3,80,1,1,3,3,2,0,0,0,2/7/2018 10:30
37,No,Travel_Rarely,1389,Research & Development,2,4,Life Sciences,1,558,3,Female,80,3,5,Sales Executive,3,Married,15927,13092,0,Y,No,14,3,4,80,0,21,2,3,7,14,1,12,12/13/2020 10:30
26,No,Travel_Rarely,1357,Research & Development,23,3,Life Sciences,1,560,1,Female,91,3,1,Research Scientist,4,Divorced,2647,2967,1,Y,No,22,3,2,80,2,3,3,1,3,2,0,2,1/25/2020 10:30
29,No,Non-Travel,1455,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,1956,16554,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,12/22/2020 10:30
29,No,Travel_Rarely,987,Research & Development,2,3,Medical,1,564,2,Male,93,2,3,Sales Executive,3,Married,11913,21167,1,Y,No,18,3,3,80,0,10,2,3,7,2,0,7,3/8/2019 10:30
30,Yes,Travel_Rarely,425,Research & Development,26,3,Technical Degree,1,565,3,Female,70,2,1,Sales Executive,2,Married,2565,18045,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,4/6/2019 10:30
19,Yes,Travel_Rarely,481,Human Resources,3,2,Technical Degree,1,566,1,Male,51,2,1,Sales Executive,4,Single,2289,18270,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,4/25/2020 10:30
30,No,Non-Travel,1413,Sales,22,4,Other,1,567,3,Male,68,3,3,Sales Executive,1,Married,8448,2607,0,Y,No,11,3,3,80,0,9,3,3,9,8,7,8,11/4/2021 10:30
57,No,Travel_Rarely,197,Sales,28,3,Marketing,1,568,1,Male,57,2,4,Sales Executive,4,Divorced,14114,22311,3,Y,No,12,3,3,80,1,28,3,2,1,0,0,0,11/29/2019 10:30
50,No,Travel_Rarely,1116,Research & Development,10,4,Life Sciences,1,569,2,Male,89,2,4,Sales Executive,3,Married,15927,9577,0,Y,No,15,3,2,80,1,28,3,3,18,10,8,7,7/18/2020 10:30
30,No,Non-Travel,1105,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Married,6707,7735,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,3/19/2021 10:30
59,No,Travel_Frequently,1466,Sales,29,3,Marketing,1,573,3,Female,67,2,3,Sales Executive,1,Married,10484,2479,4,Y,No,19,3,4,80,0,22,4,4,18,13,8,11,10/10/2017 10:30
47,No,Travel_Rarely,978,Research & Development,2,2,Medical,1,574,1,Female,67,3,2,Sales Executive,4,Divorced,4954,7479,5,Y,No,13,3,3,80,2,20,2,3,4,0,0,4,10/15/2017 10:30
46,No,Travel_Rarely,983,Research & Development,2,3,Life Sciences,1,575,1,Male,49,3,4,Sales Executive,3,Married,15927,2205,6,Y,No,13,3,3,80,0,27,2,1,3,2,0,1,1/18/2019 10:30
35,No,Travel_Rarely,2160,Research & Development,22,3,Life Sciences,1,577,4,Male,47,1,1,Sales Executive,3,Single,4262,19472,0,Y,No,15,3,3,80,0,6,3,3,5,4,4,3,9/9/2019 10:30
55,No,Travel_Rarely,544,Research & Development,8,4,Life Sciences,1,578,3,Female,67,3,2,Sales Executive,3,Single,3939,23993,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,9/10/2020 10:30
34,No,Travel_Rarely,1303,Research & Development,3,4,Life Sciences,1,579,4,Male,63,2,1,Research Scientist,3,Divorced,2881,8059,3,Y,No,12,3,3,80,1,13,3,3,7,3,5,7,9/23/2017 10:30
46,No,Travel_Rarely,1124,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,8424,11965,2,Y,Yes,19,3,3,80,1,12,3,3,2,2,1,2,7/26/2019 10:30
30,No,Travel_Rarely,1277,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Sales Executive,2,Divorced,10695,13501,1,Y,No,25,3,4,80,1,13,4,4,13,8,0,8,7/6/2018 10:30
33,Yes,Travel_Rarely,1275,Research & Development,15,1,Medical,1,582,2,Male,58,3,3,Sales Executive,3,Married,13571,24406,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,4/9/2018 10:30
37,Yes,Travel_Rarely,627,Research & Development,10,1,Medical,1,584,1,Male,37,1,2,Laboratory Technician,4,Divorced,3132,7583,7,Y,No,13,3,1,80,2,7,2,3,5,3,1,3,12/28/2018 10:30
30,No,Travel_Rarely,400,Sales,7,1,Marketing,1,585,4,Male,58,3,1,Sales Executive,2,Single,2851,18071,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,12/1/2021 10:30
34,No,Travel_Rarely,1278,Research & Development,16,3,Life Sciences,1,586,4,Male,73,3,3,Sales Executive,3,Married,7470,14193,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,2,0,2/16/2017 10:30
31,Yes,Travel_Rarely,537,Research & Development,20,3,Life Sciences,1,587,1,Male,68,3,3,Sales Executive,3,Married,9609,22947,8,Y,No,12,3,1,80,0,12,2,3,2,0,0,0,3/31/2020 10:30
34,Yes,Travel_Rarely,986,Human Resources,22,3,Human Resources,1,590,2,Female,44,3,3,Sales Executive,1,Divorced,9870,11077,3,Y,Yes,15,3,3,80,2,11,2,3,3,2,0,2,9/20/2017 10:30
42,No,Travel_Frequently,1472,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2443,9174,4,Y,No,17,3,4,80,1,12,4,3,2,4,2,0,3/30/2018 10:30
36,No,Non-Travel,658,Sales,11,4,Medical,1,592,2,Male,31,3,3,Sales Executive,4,Single,10016,15399,1,Y,No,14,3,4,80,1,10,3,2,10,3,8,7,2/10/2019 10:30
21,Yes,Travel_Frequently,1365,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Sales Executive,3,Single,3849,9240,5,Y,No,16,3,3,80,0,12,3,3,2,2,1,2,11/25/2020 10:30
48,No,Travel_Rarely,826,Sales,2,5,Marketing,1,595,2,Female,67,3,2,Sales Executive,4,Married,4179,14688,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,11/6/2017 10:30
54,No,Travel_Rarely,1097,Research & Development,18,5,Life Sciences,1,597,1,Female,84,3,4,Sales Executive,2,Single,6707,38035,3,Y,No,23,3,4,80,0,28,2,3,10,10,2,7,4/22/2017 10:30
42,No,Travel_Rarely,311,Sales,10,2,Life Sciences,1,599,4,Male,55,3,2,Sales Executive,4,Single,6073,13654,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,8/31/2021 10:30
35,No,Travel_Rarely,636,Sales,2,3,Marketing,1,600,2,Male,86,3,2,Sales Executive,3,Married,4489,19220,8,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,8/21/2018 10:30
40,No,Travel_Rarely,826,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Sales Executive,3,Single,13102,20289,7,Y,No,16,3,3,80,0,22,3,3,18,6,8,13,7/10/2018 10:30
39,No,Travel_Frequently,417,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3920,14688,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,11/22/2020 10:30
31,No,Travel_Rarely,826,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,6394,8133,3,Y,Yes,13,3,3,80,0,9,2,4,6,5,0,5,4/12/2021 10:30
42,No,Travel_Rarely,325,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Sales Executive,1,Married,7854,14688,1,Y,Yes,21,3,4,80,1,10,4,2,10,9,5,8,9/8/2021 10:30
45,No,Travel_Rarely,574,Sales,2,3,Other,1,606,4,Male,62,3,2,Sales Executive,2,Married,4949,16464,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,11/6/2018 10:30
25,Yes,Travel_Frequently,441,Human Resources,18,4,Life Sciences,1,608,2,Female,59,3,1,Sales Executive,3,Divorced,2874,22904,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,1/5/2020 10:30
29,No,Travel_Rarely,194,Research & Development,19,3,Technical Degree,1,611,4,Male,35,3,2,Sales Executive,4,Divorced,6707,22944,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,2/11/2020 10:30
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Sales Executive,3,Divorced,15766,22600,4,Y,No,19,3,3,80,1,10,2,3,6,1,2,5,11/2/2017 10:30
31,No,Travel_Rarely,715,Sales,7,3,Life Sciences,1,613,3,Male,46,3,3,Sales Executive,4,Divorced,11344,25741,8,Y,No,21,3,3,80,1,10,3,2,5,4,0,1,1/7/2021 10:30
17,Yes,Travel_Frequently,1281,Sales,6,3,Marketing,1,614,2,Male,70,3,1,Sales Executive,2,Single,1627,7849,1,Y,Yes,14,3,4,80,0,12,3,3,0,0,0,0,1/15/2019 10:30
40,No,Non-Travel,1060,Sales,28,3,Other,1,615,3,Male,56,1,3,Sales Executive,1,Divorced,11028,11171,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,6/20/2019 10:30
40,No,Non-Travel,500,Research & Development,2,4,Other,1,616,1,Female,63,2,2,Sales Executive,3,Single,6625,2379,3,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,3/11/2019 10:30
35,No,Travel_Rarely,176,Sales,1,3,Medical,1,620,1,Male,80,3,2,Sales Executive,3,Single,4846,6898,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,2/1/2018 10:30
34,No,Travel_Rarely,246,Sales,21,3,Life Sciences,1,621,4,Male,73,4,2,Sales Executive,4,Single,5378,19959,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,10/23/2019 10:30
26,Yes,Travel_Rarely,451,Research & Development,23,3,Technical Degree,1,622,3,Male,66,1,1,Sales Executive,4,Single,2110,23382,3,Y,Yes,18,3,2,80,0,1,3,1,2,0,0,0,3/4/2018 10:30
38,No,Travel_Rarely,808,Research & Development,1,3,Technical Degree,1,623,2,Female,60,3,3,Sales Executive,4,Single,7693,23270,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,6/28/2020 10:30
46,No,Travel_Frequently,1017,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Sales Executive,3,Married,10258,8773,5,Y,No,11,3,4,80,0,28,3,2,1,2,1,2,2/6/2020 10:30
41,No,Travel_Rarely,1288,Sales,2,5,Life Sciences,1,625,2,Female,93,3,4,Sales Executive,1,Married,15927,5348,7,Y,No,16,3,2,80,1,23,2,3,18,14,8,8,10/19/2017 10:30
37,No,Non-Travel,126,Sales,9,4,Medical,1,626,1,Male,67,3,3,Sales Executive,2,Divorced,8941,24831,1,Y,No,12,3,4,80,1,9,3,3,9,5,7,7,7/4/2021 10:30
52,No,Travel_Rarely,955,Research & Development,5,2,Technical Degree,1,630,4,Male,80,3,2,Research Scientist,1,Divorced,5258,22280,3,Y,Yes,12,3,2,80,2,19,3,3,10,9,6,9,4/20/2020 10:30
32,Yes,Non-Travel,1476,Sales,11,4,Other,1,631,4,Male,61,4,2,Sales Executive,3,Married,4614,23871,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,10/1/2020 10:30
37,No,Travel_Rarely,545,Sales,24,3,Medical,1,632,4,Male,39,3,1,Sales Executive,4,Married,2635,5573,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,7/25/2017 10:30
38,No,Travel_Rarely,1513,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Sales Executive,3,Married,9959,22227,3,Y,No,19,3,3,80,1,18,4,3,0,0,0,0,6/13/2021 10:30
37,No,Travel_Rarely,434,Research & Development,10,4,Life Sciences,1,635,2,Female,65,3,2,Sales Executive,2,Married,6300,16057,6,Y,No,12,3,2,80,1,7,2,2,6,5,4,3,7/13/2017 10:30
37,No,Travel_Rarely,1234,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Sales Executive,3,Divorced,15927,2364,1,Y,Yes,17,3,3,80,1,28,4,3,18,9,0,9,4/7/2020 10:30
24,No,Travel_Rarely,705,Research & Development,23,3,Medical,1,639,2,Male,67,4,1,Research Scientist,4,Married,2701,21170,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,6/19/2021 10:30
26,No,Travel_Rarely,715,Sales,28,2,Marketing,1,641,1,Male,68,3,2,Sales Executive,2,Married,6261,7318,1,Y,No,20,3,4,80,2,6,4,4,5,3,1,4,12/8/2021 10:30
24,No,Travel_Rarely,833,Research & Development,17,7,Other,1,643,4,Male,95,2,1,Sales Executive,2,Married,6707,9551,1,Y,No,21,3,3,80,1,1,2,3,1,0,0,0,12/10/2021 10:30
62,No,Travel_Frequently,1202,Human Resources,4,3,Medical,1,644,1,Male,99,3,5,Sales Executive,2,Married,15927,8025,1,Y,No,11,3,3,80,1,28,2,3,18,4,8,7,12/6/2019 10:30
25,No,Travel_Rarely,626,Sales,13,1,Medical,1,645,2,Male,41,3,1,Sales Executive,3,Married,2203,26837,1,Y,No,11,3,3,80,0,8,1,3,6,4,0,6,6/18/2020 10:30
24,Yes,Travel_Frequently,1294,Research & Development,7,3,Life Sciences,1,647,1,Female,56,3,6,Laboratory Technician,3,Married,2715,14464,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,7/12/2018 10:30
30,Yes,Travel_Frequently,447,Sales,12,4,Life Sciences,1,648,2,Male,75,2,1,Sales Executive,1,Married,1729,14167,1,Y,No,18,3,3,80,1,0,2,4,1,0,0,0,10/17/2019 10:30
34,No,Travel_Rarely,252,Research & Development,1,2,Life Sciences,1,649,2,Male,67,2,1,Research Scientist,4,Married,3733,22653,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,6/6/2018 10:30
32,Yes,Travel_Rarely,826,Research & Development,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,3805,11260,2,Y,No,17,3,3,80,0,10,2,1,3,1,1,2,10/11/2019 10:30
