Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DateOfResignation
41.0,,Travel_Frequently,169.0,Sales,4.0,3.0,Marketing,1.0,467.0,1.0,Male,57.0,3.0,2,Sales Executive,2.0,Single,9374.0,8577.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0,5/29/2021 10:30
50.0,No,Travel_Rarly,1065.0,Research & Development,10.0,3.0,Technical Degree,1.0,,4.0,Male,100.0,2.0,3,Healthcare Representative,4.0,Single,10424.0,2439.0,6.0,Y,No,15.0,3.0,4.0,80.0,0.0,20.0,2.0,,4.0,3.0,1.0,3.0,
40.0,Yes,,590.0,Sales,22.0,2.0,Marketing,1.0,546.0,3.0,Male,68.0,,2,Sales Executive,3.0,Married,6723.0,5857.0,2.0,Y,Yes,12.0,3.0,1.0,80.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0,
31.0,No,,425.0,Research & Development,9.0,4.0,Life Sciences,1.0,505.0,3.0,Male,42.0,2.0,1,Research Scientist,2.0,Single,2289.0,7446.0,0.0,Y,,16.0,3.0,,80.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,
21.0,Yes,Travel_Rarely,179.0,Sales,12.0,3.0,Life Sciences,1.0,506.0,3.0,Female,91.0,4.0,1,SalesRepresentative,2.0,Single,2467.0,26034.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1/23/2021 10:30
28.0,No,Travel_Rarely,1296.0,Research & Development,23.0,3.0,Life Sciences,1.0,461.0,4.0,Male,55.0,3.0,1,Research Scientist,,Single,1682.0,18113.0,9.0,Y,,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,
35.0,No,Travel_Rarely ,734.0,,9.0,4.0,Life Sciences,1.0,507.0,3.0,Male,96.0,2.0,2,Healthcare Representative,2.0,Single,6590.0,19288.0,9.0,,No,19.0,3.0,3.0,80.0,0.0,10.0,10.0,3.0,1.0,1.0,0.0,0.0,
27.0,No,Travel_Rarely,1442.0,Research & Development,1.0,2.0,Medical,1.0,475.0,4.0,Male,81.0,3.0,1,Laboratory Technician,2.0,Divorced,4144.0,17781.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,6.0,2.0,0.0,4.0,
28.0,No,Travel_Rarely,330.0, Sales,9.0,4.0,Life Sciences,1.0,466.0,2.0,Male,93.0,3.0,2,Sales Executive,4.0,Single,5462.0,21347.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,,1.0,3.0,7.0,5.0,0.0,7.0,
49.0,No,Travel_Rarely,1279.0,research & development,7.0,3.0,Other,1.0,459.0,2.0,Male,30.0,,3,Healthcare Representative,3.0,Single,10825.0,11484.0,8.0,Y,No,24.0,4.0,3.0,80.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0,
51.0,No,Travel_Rarely,1175.0,Sales,14.0,2.0,Life Sciences,1.0,486.0,3.0,Female,86.0,3.0,2,Sales Executive,4.0,,5077.0,15060.0,4.0,Y,No,11.0,3.0,3.0,80.0,1.0,18.0,2.0,2.0,7.0,7.0,0.0,7.0,
35.0,No,Travel_Rarely,352.0,Research & Development,2.0,3.0,Life Sciences,1.0,470.0,4.0,Female,96.0,3.0,1,Research Scientist,,Married,2324.0,11826.0,4.0,Y,,13.0,3.0,2.0,80.0,1.0,6.0,,3.0,2.0,2.0,2.0,2.0,
34.0,Yes,Non-Travel,1350.0,SALES,19.0,3.0,Marketing,1.0,477.0,1.0,Male,67.0,4.0,2,Sales Executive,4.0,Single,30292.0,4267.0,8.0,Y,Yes,13.0,,2.0,80.0,0.0,8.0,3.0,2.0,5.0,2.0,0.0,4.0,7/18/2019 10:30
55.0,No,Travel_Rarely ,1309.0,Research & Development,,3.0,Life Sciences,1.0,493.0,3.0,Female,95.0,3.0,4,Manager,4.0,Single,16520.0,23316.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,30.0,2.0,3.0,5.0,4.0,1.0,2.0,
24.0,No,TRAVEL_RARELY,1417.0,Sales,10.0,4.0,Marketing,1.0,485.0,4.0,Female,77.0,,2,Sales Executive,3.0,Divorced,4659.0,6170.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,
29.0,No,Travel_Rarely,212.0,,2.0,1.0,Technical Degree,1.0,532.0,3.0,,71.0,,1,Sales Representative,2.0,Married,2915.0,17398.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,
26.0,,,588.0, ResearchL& Development,3.0,1.0,Technical Degree,1.0,3926.0,3.0,Male,73.0,3.0,1,Research Scientist,1.0,Single,2883.0,5931.0,0.0,Y,No,22.0,4.0,3.0,80.0,0.0,7.0,2.0,3.0,6.0,4.0,0.0,4.0,3/27/2020 10:30
22.0,No,Travel_Rarely,293.0,Research & Development,11.0,3.0,Medical,1.0,544.0,1.0,Female,44.0,3.0,1,ResearchScientist,,Married,2300.0,24697.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,
,No,Travel_Rarely,2750.0,Sales,2.0,,Medical,1.0,,2.0,Male,60.0,2.0,3,Sales ExecGtive,3.0,,7531.0,3973.0,1.0,Y,No,13.0,3.0,2.0,80.0,,10.0,2.0,3.0,10.0,9.0,9.0,0.0,
31.0,Yes,Travel_Frequentld,490.0,Research & Development,5.0,3.0,Technical Degree,1.0,511.0,3.0,Male,40.0,3.0,1,Research Scientist,4.0,Single,2090.0,3611.0,9.0,Y,Yes,23.0,,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,2/24/2020 10:30
36.0,,Travel_Rarely,,,14.0,3.0,Life Sciences,1.0,561.0,4.0,Female,95.0,3.0,1,,1.0,Divorced,3145.0,26717.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,18.0,2.0,2.0,18.0,7.0,12.0,17.0,10/25/2021 10:30
40.0,No,Travel_Rarely,779.0,,2.0,2.0,Marketing,1.0,491.0,4.0,Female,46.0,3.0,2,Sales Executive,2.0,Divorced,,,7.0,Y,No,12.0,3.0,3.0,80.0,2.0,9.0,5.0,3.0,6.0,,1.0,3.0,
41.0,No,Travel_Rarely,200.0,Research & Development,1.0,4.0,Life Sciences,1.0,,2.0,Female,94.0,3.0,1,Laboratory Technician,1.0,Divorced,2421.0,20483.0,3.0,Y,No,16.0,3.0,2.0,80.0,,8.0,5.0,3.0,5.0,2.0,1.0,2.0,
37.0,No,Travel_Rarely,1318.0,Research & Development,10.0,4.0,Life Sciences,1.0,494.0,3.0,Male,50.0,,2,Manufacturing Director,2.0,Single,4296.0,,2.0,Y,Yes,,3.0,4.0,80.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0,
43.0,No,Travel_Rarely,978.0,Research & Development,11.0,3.0,Life Sciences,1.0,548.0,1.0,Male,60.0,2.0,4,Research Director,2.0,Divorced,14647.0,4445.0,1.0,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,3.0,3.0,25.0,,3.0,9.0,
40.0,No,Travel_Rarely,599.0,Research & Development,2.0,3.0,Medical,1.0,540.0,2.0,Female,78.0,2.0,2,laborator technician,3.0,Married,3691.0,12891.0,6.0,Y,No,22.0,4.0,2.0,80.0,1.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0,
54.0,No,Travel_Rarely,826.0,Research & Development,5.0,2.0,Medical,1.0,531.0,1.0,Male,85.0,3.0,5,Research Director,1.0,Married,19380.0,8372.0,4.0,Y,No,11.0,3.0,3.0,80.0,1.0,24.0,4.0,2.0,4.0,26.0,1.0,2.0,
35.0,No,Non-Travel ,1389.0,Sales,4.0,4.0,Marketing,1.0,509.0,3.0,Female,71.0,3.0,2,Sales Executive,3.0,Married,6392.0,12929.0,9.0,Y,No,15.0,3.0,1.0,80.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,
31.0,,Yravel_Rarely,469.0,Research & Development,7.0,2.0,Medical,1.0,,2.0,Female,30.0,3.0,2,Manufacturing Director,1.0,Married,4531.0,,1.0,Y,No,12.0,,2.0,80.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0,3/8/2020 10:30
44.0,No,Travel_Frequently,330.0,Research & Development,21.0,3.0,Medical,1.0,511.0,4.0,Male,61.0,3.0,1,Laboratory Technician,4.0,Married,2251.0,15317.0,7.0,,No,20.0,4.0,1.0,80.0,1.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,
43.0,No,Travel_Rarely,1458.0,Research & Development,8.0,4.0,Other,1.0,499.0,3.0,Female,,3.0,2,Healthcare Representative,3.0,Divorced,4390.0,1952.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,2.0,0.0,,
25.0,No,Travel_Rarely,868.0,Sales,3.0,2.0,Life Sciences,1.0,619.0,2.0,Female,100.0,,2,,4.0,Single,4370.0,11827.0,1.0,Y,Yes,,3.0,2.0,80.0,0.0,6.0,3.0,3.0,5.0,4.0,1.0,3.0,
38.0,No,Non-Travel,1015.0,Research & Development,25.0,5.0,Medical,1.0,556.0,2.0,Female,71.0,3.0,2,ResearcL Scientist,3.0,Married,4498.0,24472.0,3.0,Y,Yes,15.0,3.0,1.0,80.0,2.0,15.0,2.0,3.0,12.0,11.0,10.0,7.0,
31.0,No,Travel_Rarely,335.0,Research & Development,2.0,2.0,Life Sciences,1.0,586.0,4.0,Male,97.0,2.0,1,Laboratory Technician,1.0,Married,2013.0,16164.0,1.0,Y,No,,3.0,3.0,80.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,
40.0,No,Travel_Frequently,1232.0,Research & Development ,1.0,1.0,Life Sciences,1.0,538.0,2.0,Male,52.0,3.0,5,Manager,3.0,Divorced,19029.0,8265.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,21.0,3.0,3.0,21.0,8.0,1.0,6.0,
56.0,No,Travel_Frequently,878.0,Sales,6.0,3.0,Life Sciences,1.0,564.0,3.0,Female,85.0,4.0,4,Sales Executive,1.0,Married,13035.0,18430.0,9.0,Y,No,11.0,3.0,4.0,,3.0,36.0,0.0,2.0,36.0,7.0,7.0,7.0,
85.0,No,Travel_Rarely,1075.0,Sales,13.0,3.0,Technical Degree,1.0,510.0,2.0,Female,83.0,3.0,2,Sales Executive,3.0,Single,6834.0,20219.0,,Y,No,11.0,3.0,2.0,80.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,
77.0,,Travel_Rarely,627.0,Sales,1.0,3.0,Marketing,1.0,511.0,2.0,Male,49.0,4.0,3,Sales Executive,1.0,Married,8788.0,19587.0,1.0,Y,,16.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,10.0,7.0,0.0,7.0,12/21/2021 10:30
28.0,No,Travel_Rarely,1322.0,Research & Development,17.0,2.0,Medical,1.0,514.0,3.0,Male,79.0,3.0,2,Laboratory Technician,1.0,Divorced,4414.0,13844.0,1.0,Y,No,,3.0,,80.0,1.0,10.0,2.0,3.0,10.0,0.0,1.0,8.0,
25.0,Yes,Travel_Rarely,675.0,Research & Development,3.0,3.0,Medical,1.0,521.0,1.0,,92.0,3.0,1,Laboratory Technician,1.0,Married,3881.0,9257.0,5.0,Y,No,13.0,3.0,3.0,80.0,1.0,6.0,5.0,3.0,2.0,2.0,0.0,2.0,2/14/2018 10:30
52.0,,Travel_Rarely ,315.0,Research & Development ,2.0,3.0,Medical,1.0,565.0,4.0,Male,39.0,2.0,3,Manufacturing Director,3.0,Married,7819.0,19777.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,12/25/2021 10:30
45.0,No,Travel_Rarely,167.0,Research & Development,43.0,2.0,Life Sciences,,500.0,1.0,Male,68.0,3.0,1,ResearchScientist,4.0,Married,2890.0,,3.0,Y,No,21.0,4.0,4.0,80.0,2.0,,3.0,2.0,2.0,2.0,0.0,2.0,
52.0,No,Travel_Rarely,1487.0,Research & Development,4.0,2.0,Life Sciences,1.0,519.0,4.0,Female,28.0,3.0,4, nan,4.0,Married,16673.0,10377.0,2.0,,No,13.0,3.0,4.0,80.0,0.0,30.0,2.0,1.0,5.0,2.0,1.0,4.0,
42.0,No,Travel_Frequently,531.0,,28.0,2.0,Life Sciences,1.0,535.0,1.0,Female,93.0,3.0,2,Research Scientist,3.0,,4539.0,12459.0,2.0,Y,No,11.0,3.0,2.0,80.0,1.0,19.0,3.0,3.0,5.0,4.0,0.0,,
30.0,No,Travel_Rarely,285.0,Research & Development,2.0,3.0,Life Sciences,1.0,519.0,,Female,43.0,1.0,2,Manufacturing Director,4.0,Single,,24560.0,2.0,Y,No,20.0,4.0,3.0,80.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0,
60.0,No,Travel_Rarely,416.0,Research & Development,7.0,3.0,Life Sciences,1.0,562.0,1.0,Female,40.0,3.0,5,Manager,1.0,Married,19147.0,3729.0,5.0,Y,No,11.0,3.0,4.0,80.0,0.0,33.0,5.0,1.0,29.0,8.0,11.0,10.0,
46.0,No,travel_rarely,1492.0,Research & Development,18.0,3.0,,1.0,567.0,3.0,,87.0,3.0,2,Manufacturing Director,3.0,Divorced,5073.0,25763.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,19.0,5.0,2.0,10.0,,0.0,8.0,
42.0,No,Travel_Frequently,1361.0, Research & Development,,4.0,Technical Degree,1.0,563.0,4.0,Female,,2.0,2,Healthcare Representative,4.0,Married,4634.0,4635.0,0.0,Y,No,11.0,3.0,4.0,80.0,3.0,7.0,4.0,4.0,6.0,5.0,0.0,4.0,
24.0,Yes,Travel_Rarely,1449.0,Sales,1.0,1.0,Technical Degree,1.0,582.0,1.0,Female,63.0,3.0,1,Sales Representative,2.0,Single,3527.0,21651.0,1.0,Y,Yes,16.0,3.0,2.0,80.0,0.0,6.0,4.0,3.0,5.0,3.0,1.0,4.0,7/6/2019 10:30
34.0,Yes,Travel_Frequently,285.0,Sales,6.0,2.0,Marketing,1.0,574.0,,Female,,1.0,1,Sales Representative,3.0,Divorced,2290.0,12742.0,0.0,Y,No,,3.0,,80.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,11/7/2018 10:30
38.0,No,Travel_Frequently,1491.0,Research & Development,2.0,2.0,Life Sciences,1.0,,4.0,Male,41.0,3.0,1,Laboratory Technician,4.0,Married,2002.0,12143.0,1.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,
41.0,No, Travel_Rarely,1398.0, Sales,3.0,4.0,Life Sciences,1.0,543.0,3.0,,79.0,3.0,5,Manager,3.0,Married,18339.0,49170.0,0.0,Y,No,14.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,20.0,15.0,1.0,12.0,
26.0,No,Travel_Rarely,,RESEARCH & DEVELOPMENT,23.0,3.0,Life Sciences,1.0,566.0,1.0,Female,90.0,3.0,1,Research Scientist,4.0,Divorced,2834.0,2443.0,1.0,Y,No,22.0,4.0,2.0,80.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,
31.0,No,Non-Travel,1452.0,Research & Development,3.0,3.0,Life Sciences,1.0,506.0,3.0,Male,53.0,3.0,1,Laboratory Technician,4.0,Married,2140.0,56214.0,4.0,Y,No,15.0,3.0,3.0,,1.0,9.0,3.0,1.0,5.0,3.0,,4.0,
29.0,No,Travel_Rarely,963.0,Research & Development,3.0,4.0,Medical,1.0,507.0,2.0,Male,93.0,2.0,3,RESEARCH DIRECTOR,3.0,Married,12535.0,21649.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,10.0,2.0,0.0,7.0,
29.0,Yes,Nan,436.0,Research & Development,25.0,5.0,Technical Degree,1.0,547.0,,Female,71.0,2.0,1,Research Scientist,2.0,Married,2547.0,18495.0,5.0,Y,No,16.0,,2.0,80.0,0.0,5.0,2.0,4.0,2.0,,1.0,1.0,4/6/2019 10:30
19.0,Yes,Travel_Rarely,453.0,,1.0,2.0,Technical Degree,1.0,568.0,1.0,Male,50.0,2.0,1,Human Resources,4.0,Single,2477.0,19071.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,2.0,,,1.0,0.0,0.0,0.0,4/25/2020 10:30
30.0,No,Non-Travel,1398.0,Sales,22.0,4.0,Other,1.0,593.0,3.0,Female,68.0,3.0,3,Sales Executive,1.0,Married,8533.0,2642.0,0.0,,No,11.0,3.0,3.0,80.0,,9.0,3.0,3.0,9.0,8.0,7.0,8.0,
57.0,No,Travel_Rarely,3025.0,Sales,29.0,3.0,Marketing,1.0,559.0,1.0,Male,55.0,2.0,4,ManageX,4.0,Divorced,14442.0,22156.0,3.0,Y,No,12.0,3.0,3.0,80.0,1.0,33.0,3.0,2.0,1.0,0.0,0.0,0.0,
49.0,No,Travel_Rarely,1078.0,Research & Development,29.0,4.0,Life Sciences,1.0,567.0,2.0,Male,88.0,,4,,3.0,Married,17485.0,9235.0,0.0,Y,No,15.0,3.0,2.0,80.0,1.0,28.0,2.0,3.0,27.0,10.0,15.0,7.0,
30.0,No,Non-Travel,1133.0,Research & Development,2.0,3.0,Medical,1.0,592.0,,Female,49.0,3.0,1,Laboratory Technician,4.0,Single,2393.0,7855.0,0.0,Y,No,14.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,7.0,6.0,7.0,
61.0,No,,1521.0,Sales,27.0,3.0,Marketing,1.0,569.0,,Female,82.0,2.0,3,Sales Executive,1.0,Married,10192.0,2810.0,4.0,Y,No,19.0,3.0,4.0,80.0,0.0,22.0,5.0,4.0,18.0,13.0,13.0,11.0,
48.0,No,Travel_Rarely,998.0,Research & Development,2.0,2.0,Medical,1.0,619.0,,Female,65.0,3.0,2,Manufacturing Director,4.0,Divorced,5311.0,7448.0,5.0,Y,No,13.0,3.0,3.0,80.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0,
45.0,No,Travel_Rarely,1004.0,,1.0,3.0,Life Sciences,1.0,,1.0,Male,52.0,3.0,4,Research Director,3.0,Married,17609.0,2303.0,6.0,Y,No,13.0,3.0,,80.0,0.0,26.0,2.0,1.0,3.0,2.0,0.0,1.0,
36.0,No,Travel_Rarely,3004.0,Research & Development,22.0,3.0,Life Sciences,1.0,,4.0,Male,48.0,1.0,1,Laboratory Technician,,Single,4589.0,19443.0,0.0,,No,15.0,,3.0,80.0,0.0,6.0,2.0,3.0,5.0,4.0,4.0,,
53.0,No,Travel_Rarely,542.0,Research & Development,9.0,4.0,Life Sciences,1.0,584.0,3.0,Female,42.0,3.0,2,Laboratory Technician,3.0,Single,3806.0,47868.0,7.0,Y,,11.0,3.0,3.0,80.0,0.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0,
35.0,No,Travel_Rarely,1245.0,Research & Development,1.0,4.0,Life Sciences,1.0,589.0,4.0,Male,62.0,,1,Research Scientist,3.0,Divorced,3175.0,9059.0,3.0,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,
46.0,No, Travel_Rarely,1112.0,Sales,10.0,,Marketing,1.0,656.0,3.0,Female,91.0,2.0,3,Sales Executive,4.0,Married,8814.0,11464.0,2.0,Y,Yes,19.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,3.0,,1.0,2.0,
30.0,No,travel_rarely,1284.0,Research & Development,9.0,1.0,Life Sciences,1.0,611.0,3.0,Male,34.0,3.0,3,manufacturing director,2.0,Divorced,10486.0,14222.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,
33.0,Yes,Travel_Rarely,,Research & Development ,15.0,1.0,Medical,1.0,556.0,2.0,Male,57.0,3.0,3,Manager,3.0,Married,13542.0,24533.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,,15.0,2.0,4.0,,6.0,7.0,7.0,4/9/2018 10:30
32.0,Yes,Travel_Rarely,,Research & Development,10.0,,Medical,1.0,600.0,1.0,Male,37.0,1.0,1,Laboratory Technician,4.0,Divorced,3195.0,6743.0,7.0,Y,No,13.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,4.0,,1.0,3.0,12/28/2018 10:30
30.0,No,Travel_Rarely,403.0,Sales,7.0,1.0,Marketing,1.0,594.0,4.0,Male,56.0,,1, nan,,Single,2992.0,18825.0,0.0,Y,No,14.0,3.0,1.0,80.0,0.0,4.0,3.0,3.0,3.0,,1.0,2.0,
35.0,No,Travel_Rarely,1282.0,Research & Development,16.0,3.0,Life Sciences,1.0,571.0,4.0,Male,74.0,3.0,3,Healthcare Representative,3.0,Married,7706.0,,4.0,Y,Yes,,3.0,3.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,,0.0,
31.0,Yes,Travel_Frequently,512.0,Research & Development,20.0,3.0,Life Sciences,1.0,559.0,1.0,Male,66.0,,3,HEALTHCARE REPRESENTATIVE,3.0,Married,10056.0,23286.0,3.0,Y,No,35.0,3.0,1.0,80.0,0.0,12.0,2.0,,1.0,0.0,0.0,0.0,3/31/2020 10:30
34.0,Yes,Travel_Frequently,1004.0,human resources,23.0,3.0,Human Resources,1.0,617.0,2.0,Female,44.0,3.0,3,Human Resources,1.0,Divorced,10082.0,11353.0,9.0,Y,Yes,15.0,3.0,3.0,80.0,3.0,11.0,2.0,3.0,3.0,,0.0,2.0,9/20/2017 10:30
42.0,No,travel_frequently,1481.0,Research & Development,5.0,,Other,1.0,596.0,2.0,Male,97.0,3.0,1,Laboratory Technician,3.0,Married,2422.0,8717.0,4.0,Y,No,17.0,3.0,4.0,80.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0,0.0,
36.0,No,Non-Travel,590.0,Sales,10.0,4.0,Medical,1.0,,2.0,Male,33.0,3.0,3,Sales Executive,4.0,Single,10109.0,15500.0,,Y,No,14.0,3.0,4.0,80.0,0.0,11.0,3.0,,10.0,3.0,9.0,7.0,
22.0,Yes,Travel_Frequently,1381.0,Research & Development,4.0,1.0,Technical Degree,1.0,565.0,3.0,Male,100.0,2.0,1,Laboratory Technician,3.0,,4050.0,9097.0,15.0,Y,No,16.0,3.0,3.0,80.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,11/25/2020 10:30
49.0,No,Travel_Rarely,162.0,Sales,2.0,5.0,Marketing,1.0,582.0,2.0,Female,37.0,3.0,2,,4.0,Married,3904.0,19163.0,2.0,Y,No,14.0,3.0,1.0,80.0,1.0,14.0,2.0,3.0,9.0,,6.0,7.0,
55.0,No,Travel_Rarely,1125.0,Sales,18.0,5.0,Life Sciences,1.0,559.0,1.0,Female,83.0,3.0,4,Manage,2.0,Single,17442.0,10041.0,3.0,Y,No,23.0,4.0,4.0,80.0,0.0,37.0,2.0,,10.0,9.0,7.0,7.0,
40.0,,Non-Travel,250.0,Sales,10.0,2.0,Life Sciences,1.0,,4.0,Male,56.0,,2,Sales Executive,4.0,Single,6160.0,12651.0,7.0,Y,No,14.0,3.0,4.0,80.0,0.0,15.0,3.0,3.0,14.0,3.0,1.0,10.0,8/31/2021 10:30
34.0,No, Travel_Rarely,608.0,Sales,1.0,3.0,Marketing,1.0,596.0,2.0,Male,84.0,3.0,2,Sales Executive,3.0,Married,4946.0,18710.0,9.0,Y,No,11.0,3.0,3.0,80.0,0.0,16.0,,3.0,11.0,9.0,6.0,9.0,
39.0,No,Travel_Rarely,319.0,Research & Development,6.0,3.0,Life Sciences,1.0,631.0,2.0,Female,75.0,3.0,4,ManufacturingDirector,3.0,Single,13374.0,20993.0,,Y,No,15.0,,3.0,80.0,0.0,21.0,3.0,3.0,,6.0,5.0,13.0,
39.0,No,Travel_Frequently,464.0,Research & Development,8.0,1.0,Life Sciences,1.0,578.0,3.0,Female,48.0,3.0,1,Laboratory Technician,3.0,Married,3814.0,17525.0,,Y,No,11.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,8.0,3.0,0.0,7.0,
,No,Travel_Rarely,799.0,Saoes,2.0,1.0,Life Sciences,1.0,560.0,2.0,Male,76.0,3.0,2,nvn,4.0,Single,6418.0,8478.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,11.0,2.0,4.0,6.0,5.0,0.0,5.0,
41.0,No,Travel_Rarely,351.0,Research & Development,24.0,3.0,Medical,1.0,578.0,4.0,Male,56.0,3.0,3,Manufacturing Director,1.0,Married,,6695.0,,Y,Yes,21.0,,4.0,80.0,1.0,10.0,5.0,2.0,10.0,,5.0,8.0,
45.0,No,TRAVEL_RARELY,548.0,Sales,2.0,3.0,Other,1.0,609.0,4.0,Male,62.0,3.0,2,Sales Executive,2.0,,4594.0,16030.0,,Y,No,,3.0,2.0,80.0,1.0,9.0,3.0,4.0,8.0,7.0,3.0,7.0,
26.0,Yes,Travel_Frequently,430.0,Human Resources,17.0,4.0,Life Sciences,1.0,663.0,2.0,Female,58.0,3.0,1,Human Resources,3.0,Divorced,2564.0,23138.0,0.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,7.0,2.0,2.0,7.0,7.0,1.0,0.0,1/5/2020 10:30
29.0,No,Travel_Rarely,216.0,Research & Development,19.0,3.0,Technical Degree,1.0,620.0,4.0,Male,35.0,3.0,2,Manufacturing Director,4.0,Divorced,4389.0,22531.0,4.0,Y,No,12.0,3.0,,80.0,2.0,8.0,2.0,4.0,3.0,,1.0,2.0,
33.0,No,Travel_Rarely,931.0,Research & Development,1.0,5.0,Medical,1.0,620.0,1.0,Female,96.0,4.0,4,Research Director,3.0,Divorced,16280.0,22158.0,4.0,Y,No,19.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,6.0,1.0,0.0,5.0,
31.0,No,Travel_Rarely,664.0,Sales,8.0,3.0,Life Sciences,1.0,609.0,3.0,Male,44.0,2.0,3,ManWger,4.0,Divorced,11703.0,25395.0,9.0,Y,No,21.0,4.0,3.0,80.0,1.0,11.0,3.0,2.0,5.0,4.0,0.0,1.0,
19.0,Yes,Travel_Frequently,1328.0,Sales,5.0,,Marketing,1.0,593.0,2.0,Male,,3.0,1,Sales Representative,2.0,Single,1854.0,7812.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,
40.0,No,Non-Travel,1105.0,Sales,27.0,,Other,,618.0,3.0,Male,58.0,1.0,3,Sales Executive,1.0,Divorced,11115.0,12133.0,3.0,Y,,15.0,3.0,3.0,80.0,1.0,20.0,2.0,3.0,1.0,,,1.0,
41.0,No,Non-Travel,524.0,Research & Development,2.0,4.0,Other,1.0,597.0,1.0,Female,63.0,2.0,2,Healthcare Representative,3.0,Single,6777.0,2062.0,2.0,Y,Yes,17.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,8.0,7.0,0.0,7.0,
25.0,No,Travel_Rarely,769.0,Sales,29.0,2.0,Medical,1.0,626.0,1.0,Male,44.0,3.0,2,Sales Executive,3.0,Divorced,4143.0,4399.0,5.0,Y,No,12.0,,1.0,80.0,2.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,
